Id,Label,timeset,bipartite,title,subjects,modularity_class,Degree,componentnumber,Weighted Degree,eigencentrality,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks
163,9917879,,1,"The Unwanteds (Unwanteds, #1)",None,2,51,0,1.77664,0.083413,0.610196,778,3,0.517241,0.536296,16.264923,0.000703
168,94803,,1,"Frog and Toad Together (Frog and Toad, #2)",None,0,248,0,9.073087,0.545549,0.605231,18537,2,0.612523,0.683704,176.912769,0.002064
170,215541,,1,"The Reality Bug (Pendragon, #4)",None,3,108,0,5.87297,0.193548,0.650225,3757,2,0.543478,0.58,48.644551,0.001556
186,147732,,1,"Miss Nelson Is Missing! (Miss Nelson, #1)",None,0,302,0,10.849679,0.643686,0.55792,25358,2,0.644084,0.723704,310.503892,0.002413
206,920607,,1,The Arrival,None,2,100,0,1.963759,0.215629,0.597576,2958,2,0.54,0.574074,50.404297,0.000677
213,91244,,1,"Beezus and Ramona (Ramona, #1)",None,0,231,0,5.678561,0.497987,0.571542,15183,2,0.603217,0.671111,214.000269,0.00145
217,84981,,1,Tuck Everlasting,None,0,362,0,6.143573,0.714169,0.462267,30205,2,0.683198,0.768148,722.594534,0.001553
219,24779,,1,"The Castle of Llyr (The Chronicles of Prydain, #3)",None,2,87,0,3.335955,0.188893,0.665865,2491,2,0.534442,0.564444,27.311536,0.001085
225,7243142,,1,"Keys to the Demon Prison (Fablehaven, #5)",None,2,174,0,4.954421,0.314647,0.487144,7332,2,0.57398,0.628889,207.031681,0.00142
252,71784,,1,"A New Song (Mitford Years, #5)",None,2,136,0,3.576771,0.294545,0.649891,5966,2,0.556013,0.600741,64.605333,0.001043
253,281235,,1,"Bunnicula (Bunnicula, #1)",None,2,210,0,6.578026,0.45639,0.607792,13338,2,0.592105,0.655556,136.039278,0.001664
259,6054449,,1,"Tales from a Not-So-Fabulous Life (Dork Diaries, #1)",None,2,168,0,5.254227,0.347329,0.595167,8349,2,0.571066,0.624444,127.352977,0.001451
266,113946,,1,How the Grinch Stole Christmas!,None,0,494,0,11.426646,0.883608,0.371977,45296,2,0.788551,0.865926,1890.367088,0.002567
279,16101018,,1,The Day the Crayons Quit,None,0,141,0,3.832554,0.33586,0.728571,7191,2,0.558313,0.604444,38.079952,0.001033
304,7150178,,1,"Big Nate: In a Class by Himself (Big Nate Novels, #1)",None,2,138,0,3.739157,0.305894,0.694489,6565,2,0.556931,0.602222,69.300242,0.001084
336,815234,,1,The Napping House,None,0,278,0,8.989597,0.592917,0.563541,21698,2,0.629664,0.705926,317.617154,0.002081
348,6255144,,1,"The Black Circle (The 39 Clues, #5)",None,2,152,0,6.73232,0.332094,0.655281,7520,2,0.563439,0.612593,68.334642,0.001688
350,8963,,1,"Hunters of the Dusk (Cirque Du Freak, #7)",None,3,73,0,7.837012,0.134357,0.785388,2064,3,0.528169,0.553827,12.599385,0.001834
362,765148,,1,Giraffes Can't Dance,None,0,108,0,3.111475,0.274734,0.821218,4745,3,0.543041,0.579753,13.281263,0.00087
364,9635657,,1,"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)",None,2,56,0,3.619849,0.105098,0.783766,1207,3,0.520031,0.540494,6.973504,0.001112
383,3685,,1,Black Beauty,None,0,420,0,9.479204,0.786049,0.415831,36589,2,0.725806,0.811111,1249.454092,0.00222
386,12988089,,1,"Rise of the Elgen (Michael Vey, #2)",None,2,35,0,1.51726,0.055265,0.566387,337,3,0.509434,0.523457,8.740695,0.00065
394,8965,,1,The Vampire's Assistant (Cirque du Freak #2),None,3,71,0,7.854066,0.130018,0.787123,1956,3,0.527344,0.552346,11.833591,0.001834
395,16052012,,1,Flora &#38; Ulysses: The Illuminated Adventures,None,2,131,0,3.263739,0.291207,0.654375,5572,2,0.553733,0.597037,49.808832,0.00096
404,169331,,1,Addicted,None,0,35,0,0.825927,0.086717,0.979832,583,3,0.51214,0.525185,0.109856,0.000392
410,114345,,1,"The Little House Collection (Little House, #1-9)",None,2,308,0,6.091875,0.616515,0.491687,23246,2,0.647793,0.728148,531.708749,0.001551
434,551876,,1,Tikki Tikki Tembo,None,0,335,0,14.270531,0.698671,0.528787,29583,2,0.665025,0.748148,429.20203,0.003117
435,6327,,1,The Witches,None,0,339,0,6.091851,0.658028,0.457262,26197,2,0.667656,0.751111,758.174522,0.001538
462,197084,,1,Are You My Mother?,None,0,405,0,10.57016,0.791671,0.450348,36843,2,0.714286,0.8,827.249986,0.002363
492,138959,,1,Stuart Little,None,0,377,0,12.376269,0.741262,0.461313,32696,2,0.693731,0.779259,819.973234,0.002804
496,867248,,1,Bear Snores On,None,0,131,0,4.376126,0.313965,0.769583,6553,2,0.553733,0.597037,27.389511,0.001083
505,356373,,1,"Experiencing God: Knowing and Doing the Will of God, Workbook",None,1,122,0,4.866958,0.175616,0.548977,4052,3,0.549227,0.590123,95.408095,0.001439
516,38424,,1,Kristy's Great Idea,None,2,75,0,2.247179,0.185374,0.808288,2243,3,0.528997,0.555309,7.7972,0.000749
530,824062,,1,God's Smuggler,None,1,132,0,5.487323,0.209848,0.538978,4660,2,0.554187,0.597778,100.103707,0.001579
572,164542,,1,"My Friend Flicka (Flicka, #1)",None,4,180,0,7.269114,0.401484,0.652948,10519,2,0.576923,0.633333,82.077033,0.001704
587,237320,,1,"So B. It (So B. It, #1)",None,2,100,0,2.602403,0.213117,0.623838,3088,2,0.54,0.574074,39.477976,0.00084
600,31456,,1,The Twits,None,0,207,0,4.762186,0.469766,0.629426,13420,2,0.590551,0.653333,113.416072,0.001252
601,174834,,1,The Cost of Discipleship,None,1,52,0,1.542066,0.079332,0.689291,914,3,0.51963,0.538272,11.371544,0.000638
609,24384,,1,The Cricket in Times Square,None,0,208,0,5.763764,0.463679,0.611529,13165,2,0.591068,0.654074,137.948326,0.001431
614,20706320,,1,"A Grimm Warning (The Land of Stories, #3)",None,2,76,0,3.413947,0.161624,0.719649,2051,3,0.528169,0.555309,18.421066,0.001132
625,39980,,1,"A Year Down Yonder (A Long Way from Chicago, #2)",None,2,172,0,4.621887,0.361334,0.580851,8542,2,0.573005,0.627407,128.454434,0.001289
635,64023,,1,Celebration of Discipline: The Path to Spiritual Growth,None,1,97,0,3.507507,0.152639,0.593428,2763,2,0.538707,0.571852,50.267115,0.001129
637,17722973,,1,"The Enchantress Returns (The Land of Stories, #2)",None,2,81,0,3.600192,0.16862,0.683951,2216,3,0.53066,0.559259,25.188094,0.001188
646,91249,,1,"Ramona Forever (Ramona, #7)",None,0,168,0,5.307365,0.378748,0.649701,9114,2,0.571066,0.624444,75.390089,0.001354
651,8253,,1,"Little Town on the Prairie  (Little House, #7)",None,2,240,0,7.350095,0.478507,0.522768,14993,2,0.608108,0.677778,301.504916,0.001814
665,6578293,,1,"Dog Days (Diary of a Wimpy Kid, #4)",None,2,155,0,6.054657,0.276637,0.507667,6059,2,0.564854,0.614815,151.125676,0.001637
669,1767779,,1,Five Little Monkeys Jumping on the Bed,None,0,206,0,9.781001,0.469479,0.676439,14283,2,0.590035,0.652593,89.599543,0.002159
675,774001,,1,"Amelia Bedelia  (Amelia Bedelia, #1)",None,0,305,0,9.687873,0.658288,0.566264,26252,2,0.645933,0.725926,293.384297,0.002181
693,11192642,,1,Go the Fuck to Sleep,None,0,163,0,2.78755,0.370157,0.632432,8350,2,0.56866,0.620741,81.377457,0.000812
694,598159,,1,"Panda Bear, Panda Bear, What Do You See?",None,0,154,0,7.726181,0.328233,0.650454,7663,2,0.564381,0.614074,71.058264,0.001753
696,10128428,,1,Wonderstruck,None,2,169,0,4.485545,0.379844,0.661454,9390,2,0.57155,0.625185,91.626417,0.001217
707,7769,,1,Dr. Seuss's ABC,None,0,163,0,5.793879,0.376566,0.694842,9174,2,0.56866,0.620741,54.822908,0.00139
710,232109,,1,"The Mouse and the Motorcycle (Ralph S. Mouse, #1)",None,0,243,0,6.912893,0.53291,0.591742,17399,2,0.609756,0.68,196.432853,0.001695
723,47878,,1,"Charlie Bone and the Beast (The Children of the Red King, #6)",None,2,129,0,4.203752,0.277345,0.612888,5060,2,0.552826,0.595556,79.427916,0.001181
733,108077,,1,The Watsons Go to Birmingham - 1963,None,2,205,0,4.620909,0.394471,0.495935,10370,2,0.58952,0.651852,283.160426,0.001284
743,22504701,,1,Roller Girl,None,2,103,0,3.165749,0.206185,0.63202,3320,2,0.541299,0.576296,44.309224,0.001008
765,293595,,1,Chicka Chicka Boom Boom,None,0,310,0,10.290047,0.660256,0.556446,26651,2,0.649038,0.72963,310.19438,0.002312
766,105549,,1,The Sneetches and Other Stories,None,0,238,0,7.736557,0.5292,0.610857,17228,2,0.607014,0.676296,163.06434,0.001803
770,200963,,1,"Meet Samantha: An American Girl (American Girls: Samantha, #1)",None,0,97,0,2.203545,0.234107,0.726589,3383,2,0.538707,0.571852,26.055963,0.000706
803,232576,,1,Harriet the Spy (Harriet the Spy #1),None,0,266,0,6.354417,0.545742,0.518003,18257,2,0.622694,0.697037,338.971455,0.001592
818,370493,,1,The Giving Tree,None,0,567,0,7.232002,0.955119,0.326061,52320,2,0.862069,0.92,3423.15377,0.001737
821,437885,,1,Frosty the Snowman (Frosty the Snowman),None,4,206,0,11.352933,0.463479,0.662657,13992,2,0.590035,0.652593,95.635526,0.00241
822,2146957,,1,"Grip of the Shadow Plague (Fablehaven, #3)",None,2,188,0,5.613832,0.359647,0.510297,8970,2,0.580895,0.639259,217.943817,0.00155
845,266904,,1,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",None,2,164,0,4.377386,0.334077,0.543244,7261,2,0.56914,0.621481,121.623415,0.001246
847,511614,,1,"The 101 Dalmatians (The Hundred and One Dalmatians, #1)",None,4,176,0,7.96095,0.361134,0.573247,8828,2,0.574957,0.63037,149.635721,0.001816
865,8282,,1,"The Long Winter (Little House, #6)",None,2,127,0,3.146344,0.276232,0.633546,5069,2,0.551922,0.594074,65.964511,0.00096
870,17383917,,1,The Screwtape Letters,None,1,252,0,4.665618,0.43451,0.415038,13126,2,0.614754,0.686667,661.143282,0.001379
874,181601,,1,If You Give a Pig a Party,None,0,134,0,5.651914,0.321186,0.783863,6985,2,0.555099,0.599259,23.352448,0.001334
890,62111,,1,The Swiss Family Robinson,None,4,264,0,8.07934,0.564675,0.5634,19559,2,0.621547,0.695556,267.403253,0.001886
897,8112318,,1,"The Candymakers (The Candymakers, #1)",None,2,135,0,3.950201,0.2893,0.616031,5572,2,0.555556,0.6,72.987741,0.001138
902,949709,,1,There Was an Old Lady Who Swallowed a Fly (Classic Books),None,0,188,0,8.548081,0.429023,0.697008,12252,2,0.580895,0.639259,70.491443,0.001911
909,183092,,1,"Night Light (Restoration, #2)",None,1,67,0,2.567882,0.105987,0.599729,1326,3,0.524476,0.548642,26.397623,0.000878
913,1729146,,1,"Raven Rise (Pendragon, #9)",None,3,96,0,4.617893,0.183445,0.716886,3269,2,0.538278,0.571111,27.735013,0.001258
931,8968,,1,"The Vampire Prince (Cirque Du Freak, #6)",None,3,72,0,8.397814,0.127366,0.761346,1946,3,0.527756,0.553086,14.243024,0.001945
955,37732,,1,"Are You There God? It's Me, Margaret",None,0,326,0,5.668031,0.667325,0.505861,26798,2,0.65918,0.741481,472.903208,0.001425
960,46677,,1,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",None,0,402,0,12.132332,0.776649,0.443704,35763,2,0.712025,0.797778,931.481642,0.002722
970,162719,,1,"Just Ella (The Palace Chronicles, #1)",None,4,157,0,3.759634,0.338365,0.590805,7235,2,0.565801,0.616296,104.516842,0.001052
984,766020,,1,The Rainbow Fish,None,0,369,0,12.202836,0.752464,0.498439,33842,2,0.688073,0.773333,537.19495,0.002697
987,65497,,1,"Love Comes Softly (Love Comes Softly, #1)",None,1,96,0,2.770818,0.174845,0.575877,2626,2,0.538278,0.571111,48.110659,0.000902
1002,34898,,1,"My Father's Dragon (My Father's Dragon, #1)",None,0,122,0,2.867807,0.285973,0.665492,4912,2,0.549674,0.59037,36.462186,0.000843
1012,205821,,1,"Caddie Woodlawn (Caddie Woodlawn, #1)",None,2,196,0,5.601361,0.3993,0.553689,10581,2,0.584922,0.645185,162.707829,0.001473
1015,65112,,1,"The End (A Series of Unfortunate Events, #13)",None,3,108,0,6.031232,0.218226,0.682243,3942,2,0.543478,0.58,33.121306,0.001531
1020,91253,,1,"Ramona Quimby, Age 8 (Ramona, #6)",None,0,340,0,11.423926,0.709566,0.52497,30254,2,0.668317,0.751852,418.173888,0.002575
1028,6697305,,1,"Storm Warning (The 39 Clues, #9)",None,2,168,0,6.829011,0.357382,0.606359,8506,2,0.571066,0.624444,99.83781,0.001705
1052,254389,,1,Battlefield Of The Mind: Winning The Battle In Your Mind,None,1,58,0,2.205583,0.069901,0.68905,1139,3,0.515661,0.538765,20.155497,0.000797
1060,164531,,1,The Railway Children,None,2,200,0,5.854883,0.411515,0.550503,10955,2,0.586957,0.648148,177.980973,0.001539
1065,4948,,1,The Very Hungry Caterpillar,None,0,421,0,9.55554,0.801154,0.425993,37662,2,0.726588,0.811852,1097.74407,0.002165
1079,576570,,1,The Princess and the Pea,None,4,153,0,6.283047,0.338049,0.645597,7507,2,0.56391,0.613333,74.150724,0.001485
1083,39988,,1,Matilda,None,0,465,0,6.606682,0.83711,0.383788,41403,2,0.762712,0.844444,1676.46561,0.001641
1096,769212,,1,The Last Seven Months of Anne Frank,None,2,120,0,3.175223,0.269701,0.663585,4738,2,0.54878,0.588889,45.98492,0.000961
1137,20575434,,1,Rain Reign,None,2,111,0,3.119025,0.21804,0.567731,3466,3,0.544355,0.581975,67.464271,0.000968
1150,297792,,1,"The Slippery Slope (A Series of Unfortunate Events, #10)",None,3,188,0,8.586036,0.378205,0.573956,10089,2,0.580895,0.639259,164.04474,0.002081
1154,213367,,1,Desiring God: Meditations of a Christian Hedonist,None,1,91,0,3.65264,0.138143,0.561905,2301,3,0.535714,0.56716,64.898422,0.001184
1177,11254850,,1,"Seeds of Rebellion (Beyonders, #2)",None,2,43,0,1.930834,0.062065,0.726467,656,3,0.508666,0.526914,7.324448,0.00075
1198,124524,,1,Joni: An Unforgettable Story,None,1,157,0,6.652024,0.260696,0.495917,6073,2,0.565801,0.616296,160.317764,0.00181
1219,56495,,1,The Purpose Driven Life: What on Earth Am I Here for?,None,1,307,0,5.647529,0.560376,0.439228,20631,2,0.647172,0.727407,799.951339,0.00158
1221,99296,,1,Diary of a Worm,None,0,174,0,6.738948,0.386348,0.662946,9978,3,0.573492,0.628642,71.668873,0.001595
1263,13563669,,1,"The Third Wheel (Diary of a Wimpy Kid, #7)",None,2,116,0,5.789144,0.199684,0.518741,3460,3,0.546559,0.585679,88.925745,0.00161
1268,37186,,1,The Miraculous Journey of Edward Tulane,None,2,179,0,3.684817,0.345625,0.504049,8030,2,0.57643,0.632593,200.082008,0.001071
1276,381421,,1,Jesus Calling: Enjoying Peace in His Presence,None,1,154,0,4.487485,0.284836,0.524998,6185,2,0.564381,0.614074,175.746268,0.001328
1277,28899,,1,Heat,None,2,40,0,1.012954,0.074156,0.755128,589,3,0.513308,0.528395,4.782672,0.000485
1279,759611,,1,"Brown Bear, Brown Bear, What Do You See?",None,0,303,0,9.913919,0.632048,0.535615,24506,2,0.644699,0.724444,377.266619,0.002231
1284,411053,,1,Better Homes and Gardens New Cook Book,None,2,134,0,1.790299,0.294103,0.624621,5566,2,0.555099,0.599259,67.211285,0.00063
1302,857448,,1,Harry the Dirty Dog,None,0,224,0,9.188166,0.5028,0.642457,16046,2,0.599467,0.665926,120.468617,0.002057
1318,19330,,1,The Complete Tales,None,0,284,0,8.863088,0.599874,0.549321,22075,2,0.633208,0.71037,324.010602,0.002033
1321,296125,,1,"Stormy, Misty's Foal (Misty, #3)",None,4,163,0,6.550237,0.365761,0.653412,8627,2,0.56866,0.620741,65.698121,0.001583
1325,835202,,1,A Chair for My Mother,None,0,231,0,7.823175,0.519927,0.645248,17141,2,0.603217,0.671111,122.781887,0.00183
1331,911579,,1,Bread and Jam for Frances,None,0,193,0,7.275165,0.451369,0.688472,12756,2,0.583405,0.642963,76.422243,0.0017
1344,98573,,1,"Harold and the Purple Crayon (Harold, #1)",None,0,323,0,10.472783,0.676617,0.534161,27778,2,0.657254,0.739259,395.490733,0.002353
1352,758153,,1,"Born Free: A Lioness of Two Worlds (Story of Elsa, #1)",None,4,129,0,4.519537,0.263222,0.617975,5102,2,0.552826,0.595556,53.332667,0.001174
1371,312043,,1,"The Fire Within (The Last Dragon Chronicles, #1)",None,2,92,0,3.593022,0.151539,0.50215,2102,2,0.536566,0.568148,54.682072,0.001122
1375,206962,,1,Hop On Pop,None,0,175,0,6.357165,0.385093,0.624828,9513,3,0.57398,0.629383,93.312261,0.001528
1392,24335,,1,The Trumpet of the Swan,None,2,125,0,2.745466,0.271697,0.582452,4514,2,0.55102,0.592593,63.644251,0.000839
1396,772852,,1,The Cross and the Switchblade,None,1,207,0,8.008629,0.323714,0.435486,9285,2,0.590551,0.653333,352.289622,0.002154
1404,9943,,1,The Atonement Child,None,1,148,0,5.540549,0.245813,0.500735,5447,3,0.561097,0.609383,162.229482,0.00157
1428,18130,,1,"A Wind in the Door (Time Quintet, #2)",None,2,217,0,4.305692,0.443901,0.523511,12269,2,0.595763,0.660741,241.678552,0.001211
1442,89716,,1,"Al Capone Does My Shirts (Tales from Alcatraz, #1)",None,2,193,0,5.453291,0.352394,0.478951,8874,2,0.583405,0.642963,228.306661,0.001476
1456,858719,,1,Clifford the Big Red Dog,None,4,277,0,10.045563,0.606313,0.593104,22672,2,0.629077,0.705185,232.818673,0.002214
1461,140131,,1,Walt Disney's Three Little Pigs (A Little Golden Book),None,4,263,0,15.150975,0.542787,0.556207,19163,2,0.620975,0.694815,292.101953,0.003176
1482,6687,,1,"Charlie and the Great Glass Elevator (Charlie Bucket, #2)",None,0,67,0,1.811054,0.17812,0.826323,1827,2,0.526111,0.54963,5.789868,0.000612
1483,536982,,1,"The Never War (Pendragon, #3)",None,3,98,0,4.8914,0.183857,0.704397,3348,2,0.539137,0.572593,29.871954,0.001322
1490,6277410,,1,"The Stonekeeper's Curse (Amulet, #2)",None,2,61,0,1.951571,0.12865,0.74153,1357,2,0.523662,0.545185,11.504266,0.000757
1494,734743,,1,Captivating: Unveiling the Mystery of a Woman's Soul,None,1,128,0,3.64497,0.268318,0.619833,5038,2,0.552373,0.594815,58.397475,0.001056
1507,11433,,1,"Redemption (Redemption, #1)",None,1,91,0,3.267247,0.158294,0.558974,2289,3,0.535714,0.56716,54.310239,0.001082
1510,590552,,1,Chicken Soup with Rice: A Book of Months,None,0,242,0,11.198849,0.533317,0.606564,17688,2,0.609206,0.679259,180.717363,0.002469
1539,280240,,1,Rumpelstiltskin,None,0,171,0,6.157848,0.412016,0.748263,10876,2,0.572519,0.626667,46.767972,0.001454
1546,153540,,1,The Little House,None,0,193,0,8.382496,0.435452,0.647399,11995,2,0.583405,0.642963,108.403468,0.00192
1550,11737313,,1,"Three Times Lucky (Mo &#38; Dale Mysteries, #1)",None,2,127,0,4.017393,0.241657,0.547932,4384,3,0.551471,0.593827,97.306061,0.001216
1553,318404,,1,"Drums, Girls &#38; Dangerous Pie",None,2,89,0,2.589443,0.168341,0.598825,2345,2,0.535289,0.565926,41.717234,0.000836
1556,1693617,,1,Disney's The Lion King,None,4,245,0,13.683966,0.527729,0.590833,17660,2,0.61086,0.681481,225.718069,0.002888
1569,7926,,1,"All-of-a-Kind Family (All-of-a-Kind-Family, #1)",None,2,155,0,4.521801,0.342318,0.607038,7245,2,0.564854,0.614815,85.199488,0.00122
1570,56728,,1,"You Are Special (Wemmicksville, #1)",None,1,167,0,3.813019,0.343203,0.549672,7619,2,0.570583,0.623704,164.969761,0.001099
1591,767680,,1,If You Give a Mouse a Cookie,None,0,443,0,11.153927,0.821986,0.405687,39718,2,0.744212,0.828148,1419.783032,0.002505
1599,348573,,1,"The Borrowers (The Borrowers, #1)",None,0,333,0,10.769137,0.679876,0.501899,27744,2,0.663717,0.746667,503.808669,0.002516
1611,764903,,1,Cheaper by the Dozen,None,2,108,0,2.82859,0.236451,0.642783,3714,2,0.543478,0.58,33.010507,0.000877
1628,11301,,1,Horton Hatches the Egg,None,0,97,0,2.79442,0.243506,0.759235,3535,3,0.538278,0.571605,14.532425,0.000804
1632,11525,,1,"1,000 Places to See Before You Die",None,0,78,0,1.692221,0.196794,0.872794,2621,2,0.53066,0.557778,5.944263,0.000577
1635,78960,,1,Good Wives,None,2,67,0,1.889093,0.150322,0.682949,1510,2,0.526111,0.54963,15.360428,0.000677
1651,16248113,,1,"The School for Good and Evil (The School for Good and Evil, #1)",None,2,125,0,2.835983,0.267175,0.615484,4770,3,0.550571,0.592346,72.975223,0.00086
1652,775597,,1,"Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business",None,0,330,0,13.746478,0.707568,0.559399,30367,2,0.661765,0.744444,313.995132,0.002966
1668,207802,,1,"Ida B. . . and Her Plans to Maximize Fun, Avoid Disaster, and (Possibly) Save the World",None,2,141,0,4.391616,0.302897,0.622594,6145,2,0.558313,0.604444,65.488771,0.001235
1672,839263,,1,David Goes to School,None,0,182,0,8.034192,0.407655,0.68484,11280,2,0.577911,0.634815,73.389985,0.001854
1688,906541,,1,Bedtime for Frances,None,0,204,0,8.116925,0.441059,0.583213,12076,2,0.589005,0.651111,160.453848,0.001894
1703,7497897,,1,Radical: Taking Back Your Faith from the American Dream,None,1,110,0,3.412364,0.156811,0.530609,3181,2,0.544355,0.581481,88.038111,0.001103
1708,13547289,,1,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",None,2,48,0,2.990946,0.092269,0.81117,915,3,0.516845,0.534568,4.165135,0.000953
1736,125955,,1,"White: The Great Pursuit (The Circle, #3)",None,1,97,0,4.591154,0.136731,0.539948,2514,2,0.538707,0.571852,67.508053,0.001423
1754,65217,,1,The Five Chinese Brothers,None,0,248,0,10.191182,0.549951,0.613262,18783,2,0.612523,0.683704,167.57084,0.002283
1760,123106,,1,Twisted,None,2,78,0,2.161946,0.173573,0.740593,2224,2,0.53066,0.557778,13.438005,0.000708
1764,6319,,1,The BFG,None,0,431,0,7.437704,0.778401,0.390169,36155,2,0.734494,0.819259,1462.685193,0.001821
1805,3412815,,1,Fireproof,None,1,166,0,6.33845,0.293554,0.506681,6939,2,0.570101,0.622963,195.780512,0.001784
1816,159582,,1,The Yearling,None,0,158,0,4.771656,0.36242,0.664597,8243,2,0.566275,0.617037,58.923063,0.001225
1831,176327,,1,The Fairy-Tale Detectives,None,2,97,0,2.36178,0.204263,0.601589,2801,2,0.538707,0.571852,32.969989,0.000758
1835,17529,,1,Rebecca of Sunnybrook Farm,None,4,172,0,6.566016,0.358952,0.594927,8749,2,0.573005,0.627407,117.350184,0.001586
1844,222458,,1,Rules,None,2,199,0,5.301737,0.397019,0.530633,10454,2,0.586447,0.647407,165.717491,0.001432
1853,2839,,1,Bridge to Terabithia,None,0,460,0,8.087162,0.847303,0.397111,41923,2,0.758427,0.840741,1528.349597,0.001943
1854,1113545,,1,"The Candy Shop War (The Candy Shop War, #1)",None,2,120,0,3.566096,0.241897,0.55098,3934,2,0.54878,0.588889,114.238686,0.001078
1859,189182,,1,The Story About Ping,None,0,202,0,8.504824,0.465949,0.663416,13468,2,0.587979,0.64963,91.553953,0.001929
1870,215543,,1,"The Lost City of Faar (Pendragon, #2)",None,3,149,0,6.27504,0.290128,0.581716,6414,2,0.562032,0.61037,113.720575,0.001652
1881,7528717,,1,The Wimpy Kid Movie Diary: How Greg Heffley Went Hollywood,None,2,81,0,3.183173,0.168089,0.645988,2093,3,0.531496,0.559753,28.740315,0.00094
1890,368468,,1,"Bud, Not Buddy",None,2,274,0,6.017609,0.526104,0.464961,17390,2,0.627323,0.702963,466.83861,0.001584
1907,18054698,,1,The Power of a Praying Wife,None,1,90,0,3.357962,0.163802,0.621473,2489,2,0.535714,0.566667,38.16022,0.001008
1925,389627,,1,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",None,2,342,0,5.115412,0.643239,0.432526,25221,2,0.669643,0.753333,853.014799,0.001371
1926,191113,,1,Don't Let the Pigeon Drive the Bus!,None,0,182,0,5.564607,0.414559,0.652602,10749,2,0.577911,0.634815,85.152823,0.001382
1927,118944,,1,American Born Chinese,None,3,80,0,1.599548,0.145292,0.666456,2106,3,0.529827,0.558272,22.485854,0.000606
1935,824204,,1,The Little Engine That Could,None,0,373,0,13.877208,0.755341,0.489737,33977,2,0.69089,0.776296,639.333444,0.003024
1941,192893,,1,"Whose Body?  (Lord Peter Wimsey, #1)",None,2,62,0,1.426017,0.150978,0.790587,1495,2,0.524068,0.545926,6.387467,0.000551
1943,766955,,1,"Click, Clack, Moo: Cows That Type",None,0,282,0,10.075033,0.609717,0.573282,22714,2,0.632022,0.708889,263.881046,0.002279
1951,17061,,1,Coraline,None,0,364,0,3.504612,0.675995,0.417249,27566,2,0.684584,0.76963,990.881967,0.000984
1960,15779,,1,Sideways Stories from Wayside School (Wayside School #1),None,0,217,0,5.458445,0.461523,0.560463,13135,2,0.595763,0.660741,213.636309,0.001432
1970,6389704,,1,"In Too Deep (The 39 Clues, #6)",None,2,149,0,6.828854,0.327734,0.66706,7355,2,0.562032,0.61037,62.058695,0.001696
1973,57605,,1,Pat the Bunny,None,0,188,0,7.66347,0.442631,0.721754,12687,2,0.580895,0.639259,58.844168,0.001743
1983,3562,,1,"Emily of New Moon (Emily, #1)",None,2,59,0,1.748305,0.118859,0.617183,1056,3,0.522446,0.543457,14.558595,0.000652
