Id,Label,timeset,bipartite,title,subjects,modularity_class,Degree,componentnumber,Weighted Degree,eigencentrality,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks
1565,20317106,,1,&#1607;&#1610;&#1576;&#1578;&#1575;,None,0,17,0,1.39394,0.04779,0.639706,87,3,0.502646,0.561404,118.308904,0.010282
1568,12413836,,1,"Avatar: The Last Airbender: The Promise, Part 1 (The Promise, #1)",None,1,21,0,0.78173,0.330634,0.861905,181,3,0.516304,0.584211,1.152771,0.003981
1719,6406018,,1,"Soul Eater, Vol. 01 (Soul Eater, #1)",None,1,54,0,3.259081,0.836501,0.791754,1133,3,0.637584,0.761404,12.544684,0.011353
1727,13618,,1,"Death Note, Vol. 3: Hard Run (Death Note, #3)",None,3,31,0,3.936536,0.455481,0.795699,370,3,0.552326,0.640351,10.444704,0.0131
1818,13154150,,1,"Attack on Titan, Vol. 1 (Attack on Titan, #1)",None,1,58,0,2.501396,0.855971,0.714459,1181,3,0.655172,0.782456,22.145719,0.009216
1944,5664022,,1,&#1581;&#1608;&#1575;&#1585; &#1605;&#1593; &#1589;&#1583;&#1610;&#1602;&#1610; &#1575;&#1604;&#1605;&#1604;&#1581;&#1583;,None,0,8,0,0.480538,0.009368,0.892857,25,4,0.365385,0.409649,0.235965,0.004759
2047,667985,,1,"Chobits, Vol. 1",None,2,43,0,2.498963,0.693028,0.861573,778,3,0.59375,0.703509,4.422156,0.008987
2171,8230409,,1,"Kamisama Kiss, Vol. 1 (Kamisama Kiss, #1)",None,2,50,0,2.63131,0.726137,0.706939,866,3,0.620915,0.740351,20.47897,0.009443
2195,17694052,,1,"&#12527;&#12531;&#12497;&#12531;&#12510;&#12531; 1 [Wanpanman 1] (Onepunch-Man, #1)",None,1,35,0,1.460115,0.532342,0.813445,484,3,0.558824,0.657895,5.299323,0.006234
2304,271262,,1,"Bleach, Volume 02",None,1,38,0,1.7425,0.608364,0.840683,591,3,0.575758,0.677193,4.32923,0.006834
2439,284440,,1,"Skulduggery Pleasant (Skulduggery Pleasant, #1)",None,1,48,0,1.699696,0.727629,0.760638,858,3,0.612903,0.729825,24.819637,0.00671
2486,6236809,,1,"Black Bird, Vol. 1",None,2,40,0,2.607832,0.630144,0.85,663,3,0.582822,0.687719,4.983174,0.009283
2503,856917,,1,"Absolute Boyfriend, Vol. 1",None,2,55,0,3.863736,0.846482,0.783838,1164,3,0.641892,0.766667,13.509923,0.01305
2523,870,,1,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",None,1,70,0,4.017427,0.977897,0.635611,1535,3,0.714286,0.845614,48.752918,0.013733
2667,31938356,,1,&#1604;&#1571;&#1606;&#1603; &#1575;&#1604;&#1604;&#1607;: &#1585;&#1581;&#1604;&#1577; &#1573;&#1604;&#1609; &#1575;&#1604;&#1587;&#1605;&#1575;&#1569; &#1575;&#1604;&#1587;&#1575;&#1576;&#1593;&#1577;,None,0,16,0,0.878762,0.016964,0.725,87,4,0.386179,0.458772,4.169346,0.007453
2718,23566799,,1,"&#20693;&#12398;&#12498;&#12540;&#12525;&#12540;&#12450;&#12459;&#12487;&#12511;&#12450; 1 [Boku No Hero Academia 1] (My Hero Academia, #1)",None,1,36,0,1.425358,0.566058,0.84127,530,3,0.568862,0.666667,4.504914,0.005981
2720,98413,,1,"Nana, Vol. 1",None,2,55,0,3.204913,0.800924,0.703704,1045,3,0.641892,0.766667,23.574399,0.011069
2726,6690979,,1,"Black Butler, Vol. 1 (Black Butler, #1)",None,1,66,0,3.706197,0.956953,0.686247,1472,3,0.693431,0.824561,32.902684,0.012702
2814,16012,,1,"Paradise Kiss, Vol. 1",None,2,56,0,3.836613,0.851992,0.766883,1181,3,0.646259,0.77193,17.415513,0.012924
3016,3438000,,1,&#1579;&#1604;&#1575;&#1579;&#1610;&#1577; &#1594;&#1585;&#1606;&#1575;&#1591;&#1577;,None,0,21,0,1.705993,0.041529,0.67619,142,3,0.545977,0.601754,156.70558,0.012599
3030,6867952,,1,"Black Butler, Vol. 2 (Black Butler, #2)",None,1,57,0,3.373394,0.868921,0.767544,1225,3,0.650685,0.777193,15.965335,0.011694
3268,780845,,1,"Black Cat, Volume 01",None,1,41,0,2.005485,0.65206,0.835366,685,3,0.58642,0.692982,5.484774,0.007611
3320,20316309,,1,&#1601;&#1610; &#1602;&#1604;&#1576;&#1610; &#1571;&#1606;&#1579;&#1609; &#1593;&#1576;&#1585;&#1610;&#1577;,None,0,20,0,1.46059,0.040339,0.636842,121,3,0.542857,0.596491,157.876859,0.011228
3355,13637412,,1,&#1587;&#1575;&#1602; &#1575;&#1604;&#1576;&#1575;&#1605;&#1576;&#1608;,None,0,20,0,1.271586,0.021761,0.678947,129,4,0.392562,0.479825,7.97339,0.009919
3524,7704143,,1,&#1578;&#1585;&#1575;&#1576; &#1575;&#1604;&#1605;&#1575;&#1587;,None,0,19,0,2.137283,0.040154,0.719298,123,3,0.539773,0.591228,101.877834,0.015178
3607,23686,,1,"Ranma &#189;, Vol. 1 (Ranma &#189; (US 2nd), #1)",None,2,54,0,3.675975,0.829087,0.779874,1116,3,0.637584,0.761404,14.582063,0.012603
3608,873,,1,"Fullmetal Alchemist, Vol. 2 (Fullmetal Alchemist, #2)",None,1,57,0,3.831127,0.842401,0.719925,1149,3,0.650685,0.777193,23.55241,0.013205
3612,2364284,,1,&#1571;&#1608;&#1604;&#1575;&#1583; &#1581;&#1575;&#1585;&#1578;&#1606;&#1575;,None,0,17,0,1.524346,0.01808,0.691176,94,4,0.387755,0.464035,5.287048,0.01144
3866,13617,,1,"Death Note, Vol. 5: Whiteout (Death Note, #5)",None,3,54,0,4.300565,0.810184,0.746331,1068,3,0.637584,0.761404,28.005433,0.014248
3918,7119070,,1,&#1571;&#1581;&#1576;&#1576;&#1578;&#1603; &#1571;&#1603;&#1579;&#1585; &#1605;&#1605;&#1575; &#1610;&#1606;&#1576;&#1594;&#1610;,None,0,15,0,1.392808,0.017063,0.761905,80,4,0.384615,0.453509,2.950183,0.010697
3937,1120825,,1,"Fruits Basket, Vol. 6",None,4,45,0,4.526269,0.712828,0.845455,837,4,0.572289,0.701754,5.823839,0.014692
3947,13620,,1,"Death Note, Vol. 6: Give-and-Take (Death Note, #6)",None,3,26,0,3.739468,0.371357,0.787692,256,3,0.530726,0.610526,7.04142,0.012541
4231,836611,,1,"Fruits Basket, Vol. 4",None,4,26,0,3.082663,0.40598,0.864615,281,3,0.530726,0.610526,2.059105,0.010358
4246,282282,,1,"Skip Beat!, Vol. 01",None,2,55,0,3.305282,0.852714,0.793939,1179,3,0.641892,0.766667,13.057983,0.011411
4442,8239301,,1,&#1575;&#1604;&#1591;&#1606;&#1591;&#1608;&#1585;&#1610;&#1577;,None,0,15,0,1.284998,0.036266,0.761905,80,3,0.527778,0.570175,68.873965,0.00972
4446,82637,,1,"Fullmetal Alchemist, Vol. 7 (Fullmetal Alchemist, #7)",None,1,26,0,1.948332,0.385527,0.784615,255,3,0.530726,0.610526,3.79949,0.007477
4498,6218007,,1,"Kimi ni Todoke: From Me to You, Vol. 1",None,2,58,0,3.835262,0.879983,0.757411,1252,3,0.655172,0.782456,18.097631,0.013149
4527,263145,,1,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",None,2,62,0,3.345618,0.920503,0.723956,1369,3,0.673759,0.803509,23.790539,0.011509
4647,6081685,,1,"Maid-sama! Vol. 01 (Maid-sama!, #1)",None,2,58,0,2.735031,0.864261,0.728373,1204,3,0.708955,0.801754,282.517936,0.009979
4673,4634266,,1,NARUTO -&#12490;&#12523;&#12488;- &#24059;&#12494;&#22235;&#21313;&#19977;,None,1,59,0,4.331265,0.871418,0.718878,1230,3,0.659722,0.787719,23.888603,0.014608
4766,23128387,,1,"A Silent Voice, Vol. 1 (A Silent Voice, #1)",None,3,31,0,1.254784,0.479451,0.825806,384,3,0.552326,0.640351,4.25145,0.005327
4779,21394850,,1,&#1571;&#1602;&#1608;&#1605; &#1602;&#1610;&#1604;&#1575;,None,0,10,0,0.715178,0.010038,0.8,36,4,0.368217,0.420175,0.829194,0.006371
4805,3554772,,1,&#1593;&#1586;&#1575;&#1586;&#1610;&#1604;,None,0,15,0,1.478261,0.018224,0.847619,89,4,0.384615,0.453509,1.336298,0.010957
4821,204042,,1,"Naruto, Vol. 01: Uzumaki Naruto (Naruto, #1)",None,1,75,0,3.779932,0.967315,0.54018,1499,2,0.826087,0.894737,1167.160313,0.013284
4832,1493253,,1,"Hunter x Hunter, Vol. 01 (Hunter x Hunter, #1)",None,1,49,0,3.218545,0.765169,0.815476,959,3,0.616883,0.735088,9.588043,0.011404
4834,868,,1,"Fullmetal Alchemist, Vol. 3 (Fullmetal Alchemist, #3)",None,1,48,0,3.433939,0.734516,0.789894,891,3,0.612903,0.729825,11.702037,0.012215
4955,20743809,,1,"&#26481;&#20140;&#21936;&#31278;&#12488;&#12540;&#12461;&#12519;&#12540;&#12464;&#12540;&#12523; 2 [Tokyo Guru 2] (Tokyo Ghoul, #2)",None,1,25,0,1.15303,0.408471,0.933333,280,3,0.527778,0.605263,0.68131,0.005125
4991,568592,,1,"Fushigi Y&#251;gi: The Mysterious Play, Vol. 1: Priestess",None,2,48,0,4.003913,0.769085,0.858156,968,3,0.612903,0.729825,5.959764,0.013428
5052,6686671,,1,"Dengeki Daisy, Vol. 1 (Dengeki Daisy, #1)",None,2,43,0,2.147302,0.648788,0.756368,683,3,0.637584,0.722807,175.063047,0.008341
5104,1429082,,1,&#32654;&#23569;&#22899;&#25126;&#22763;&#12475;&#12540;&#12521;&#12540;&#12512;&#12540;&#12531;&#26032;&#35013;&#29256; 1 [Bish&#333;jo Senshi Sailor Moon Shins&#333;ban 1],None,2,30,0,1.750796,0.47663,0.855172,372,3,0.549133,0.635088,2.926681,0.006701
5188,21456940,,1,1919,None,0,17,0,1.924589,0.0386,0.757353,103,3,0.533708,0.580702,77.715108,0.013732
5193,985386,,1,"Case Closed, Vol. 1 (Meitantei Conan #1)",None,1,31,0,1.673271,0.501441,0.868817,404,3,0.545977,0.636842,2.516286,0.006603
5442,13615,,1,"Death Note, Vol. 1: Boredom (Death Note, #1)",None,1,72,0,3.612767,1,0.627543,1604,3,0.725191,0.85614,76.167904,0.012405
5450,204041,,1,"Naruto, Vol. 11: Impassioned Efforts (Naruto, #11)",None,1,47,0,2.630096,0.692868,0.723404,782,3,0.601266,0.721053,14.748591,0.009601
5509,6621287,,1,com &#1606;&#1587;&#1610;&#1575;&#1606;,None,0,15,0,1.446096,0.016494,0.752381,79,4,0.384615,0.453509,2.922414,0.011187
5527,13621,,1,"Death Note, Vol. 7: Zero (Death Note, #7)",None,3,23,0,3.65031,0.324604,0.84585,214,3,0.521978,0.594737,5.247094,0.012242
5553,1717890,,1,Pandora Hearts 1&#24059;,None,1,48,0,3.003045,0.760046,0.833333,940,3,0.612903,0.729825,8.494683,0.010652
5643,244812,,1,"Fruits Basket, Vol. 16",None,4,27,0,3.108391,0.422451,0.877493,308,4,0.516304,0.607018,1.538553,0.010433
5648,294963,,1,"Rurouni Kenshin, Volume 01",None,1,57,0,3.963041,0.860382,0.752506,1201,3,0.650685,0.777193,18.363181,0.013774
5694,6408558,,1,"Fullmetal Alchemist, Vol. 20",None,1,29,0,2.029422,0.45741,0.87931,357,3,0.539773,0.626316,2.069878,0.007883
5711,13619,,1,"Death Note, Vol. 2: Confluence (Death Note, #2)",None,3,33,0,3.434231,0.480713,0.774621,409,3,0.552326,0.647368,11.254018,0.011619
5712,2879,,1,"Bleach, Volume 15",None,1,51,0,3.84654,0.786953,0.793725,1012,3,0.625,0.745614,12.044406,0.013194
5794,18667307,,1,"Tokyo Ghoul, Tome 1 (Tokyo Ghoul, #1)",None,1,50,0,2.328015,0.749416,0.742041,909,3,0.620915,0.740351,15.945253,0.008806
5908,500503,,1,"Sailor Moon, Vol. 1 (Sailor Moon, #1)",None,2,52,0,3.380792,0.754264,0.699849,928,3,0.629139,0.750877,22.238758,0.011601
5921,330744,,1,"InuYasha: Turning Back Time (InuYasha, #1)",None,2,55,0,2.774583,0.841973,0.772391,1147,3,0.641892,0.766667,15.064107,0.009913
5923,6419566,,1,"Beast Master, Vol. 1 (Beast Master, #1)",None,2,45,0,3.01211,0.711009,0.838384,830,3,0.601266,0.714035,6.437431,0.010486
5976,7642606,,1,Avatar The Last Airbender: The Art of the Animated Series,None,1,24,0,0.900615,0.365925,0.818841,226,3,0.521978,0.598246,2.503532,0.004432
6000,16031620,,1,&#1575;&#1604;&#1601;&#1610;&#1604; &#1575;&#1604;&#1571;&#1586;&#1585;&#1602;,None,0,17,0,1.67664,0.01988,0.801471,109,4,0.387755,0.464035,2.398985,0.012144
6029,1586905,,1,"Fruits Basket, Vol. 20",None,4,32,0,3.60303,0.504794,0.864919,429,3,0.549133,0.642105,2.946639,0.011885
6068,568454,,1,"D.Gray-man, Vol. 1 (D.Gray-man, #1)",None,1,52,0,3.659202,0.80812,0.797888,1058,3,0.629139,0.750877,11.652864,0.012673
6113,282356,,1,"Hana-Kimi: For You in Full Blossom, Vol. 1 (Hana-Kimi: For You in Full Blossom, #1)",None,2,47,0,2.50132,0.747619,0.840888,909,4,0.579268,0.712281,6.422421,0.00899
6137,500383,,1,"Godchild, Volume 01",None,2,43,0,2.247506,0.639239,0.741971,670,3,0.59375,0.703509,13.202477,0.008358
6268,7701043,,1,&#1575;&#1604;&#1580;&#1586;&#1575;&#1585;,None,0,18,0,1.398874,0.067515,0.660131,101,3,0.549133,0.592982,149.381338,0.010254
6281,9876989,,1,"Blue Exorcist, Vol. 1  (Blue Exorcist, #1)",None,1,64,0,4.077036,0.929017,0.690476,1392,3,0.683453,0.814035,32.101812,0.013977
6394,15778848,,1,"&#26263;&#27578;&#25945;&#23460; 1 [Ansatsu Kyoushitsu 1] (Assassination Classroom, #1)",None,1,24,0,0.868617,0.389005,0.876812,242,3,0.524862,0.6,1.384332,0.004296
6433,271199,,1,"Fruits Basket, Vol. 1",None,2,67,0,4.020561,0.971037,0.68521,1515,3,0.698529,0.829825,33.196704,0.013498
6554,1362193,,1,Laskar Pelangi,None,3,9,0,0.35283,0.101075,0.805556,29,4,0.437788,0.495614,0.573939,0.002631
6669,969275,,1,"Dragon Ball, Vol. 1: The Monkey King (Dragon Ball, #1)",None,1,41,0,2.450721,0.629004,0.795122,652,3,0.58642,0.692982,7.740557,0.009071
6677,1087204,,1,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",None,2,68,0,3.540304,0.977208,0.673398,1534,3,0.703704,0.835088,36.930831,0.012182
