Id,Label,timeset,bipartite,title,subjects,modularity_class,Degree,componentnumber,Weighted Degree,eigencentrality,clustering,triangles,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks
480,34494,,1,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",None,5,416,0,16.50381,0.574975,0.474803,40985,2,0.652941,0.734234,606.098874,0.001942
485,6604209,,1,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",None,3,277,0,8.780968,0.427001,0.609323,23292,2,0.592395,0.655968,152.951266,0.001135
498,17131869,,1,"Saga, Vol. 2 (Saga, #2)",None,4,413,0,11.417558,0.564478,0.459766,39116,2,0.651504,0.732545,718.538942,0.001568
512,22733729,,1,"The Long Way to a Small, Angry Planet (Wayfarers, #1)",None,6,308,0,8.570412,0.440235,0.518592,24518,2,0.604905,0.673423,296.497235,0.001187
513,589979,,1,"Daughter of the Empire (The Empire Trilogy, #1)",None,7,213,0,8.654299,0.331227,0.638188,14409,2,0.568138,0.619932,95.59285,0.001132
528,6437061,,1,"The Hundred Thousand Kingdoms (Inheritance, #1)",None,3,300,0,7.806782,0.444068,0.540691,24250,2,0.601626,0.668919,247.200443,0.001077
537,357,,1,"The Long Dark Tea-Time of the Soul (Dirk Gently, #2)",None,7,338,0,8.659627,0.493262,0.53358,30389,2,0.617524,0.690315,316.136023,0.001164
545,71252,,1,"The Kindly Ones (The Sandman, #9)",None,4,291,0,12.691741,0.403874,0.528404,22296,2,0.59798,0.663851,278.874201,0.001697
547,465904,,1,"Dragonsdawn (Pern, #9)",None,5,235,0,9.623522,0.342358,0.591053,16251,2,0.576249,0.63232,128.186109,0.001245
564,21325,,1,"Fables, Vol. 4: March of the Wooden Soldiers",None,4,143,0,5.313966,0.184969,0.538757,5470,2,0.543784,0.580518,84.943781,0.000862
568,4588949,,1,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",None,3,247,0,6.037954,0.386546,0.628353,19090,2,0.580772,0.639077,117.547421,0.000868
573,219205,,1,"Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",None,6,252,0,7.675344,0.363058,0.539019,17047,2,0.582677,0.641892,185.010991,0.001074
583,21535271,,1,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",None,3,466,0,12.175159,0.677751,0.50461,54672,2,0.677863,0.762387,603.552321,0.001514
591,7779059,,1,"Side Jobs: Stories from the Dresden Files (The Dresden Files, #12.5)",None,0,131,0,6.139121,0.199091,0.660599,5625,2,0.539818,0.573761,33.967268,0.000841
603,45252,,1,Pandora's Star,None,6,310,0,10.427547,0.452629,0.546049,26153,2,0.60573,0.67455,257.200538,0.00138
607,27000,,1,"Lost in a Good Book (Thursday Next, #2)",None,5,143,0,4.586453,0.221399,0.661184,6713,2,0.543784,0.580518,42.695985,0.000723
628,2213661,,1,The Graveyard Book,None,4,552,0,6.726672,0.707259,0.38701,58855,2,0.72549,0.810811,1511.91702,0.000972
643,9300768,,1,"The Heroes (First Law World, #5)",None,3,342,0,12.428695,0.515609,0.550411,32095,2,0.619247,0.692568,288.421801,0.001543
649,353,,1,Time Enough for Love,None,6,150,0,4.890151,0.209388,0.600089,6706,2,0.546125,0.584459,70.576246,0.000769
677,9634967,,1,"Robopocalypse (Robopocalypse, #1)",None,6,163,0,4.531965,0.25204,0.653791,8632,2,0.550527,0.591779,54.845054,0.000711
678,51964,,1,"Old Man's War (Old Man's War, #1)",None,6,525,0,13.243253,0.710447,0.435558,59911,2,0.709832,0.795608,1068.477126,0.001707
684,59969,,1,"Sin City, Vol. 2: A Dame to Kill For (Sin City, #2)",None,4,149,0,5.050283,0.195577,0.568202,6265,2,0.54579,0.583896,78.444448,0.000845
697,24093,,1,"Street Magic (The Circle Opens, #2)",None,1,213,0,8.368174,0.325003,0.64957,14666,2,0.568138,0.619932,79.128294,0.001094
699,34499,,1,"Sourcery (Discworld, #5; Rincewind #3)",None,5,264,0,14.201501,0.411163,0.613752,21307,2,0.587302,0.648649,151.249978,0.001662
704,25877663,,1,"Babylon's Ashes (The Expanse, #6)",None,6,211,0,7.857185,0.325767,0.630061,13959,2,0.567412,0.618806,83.517773,0.001071
709,28481,,1,"Dragon Wing (The Death Gate Cycle, #1)",None,7,228,0,9.347482,0.367014,0.67455,17456,2,0.573643,0.628378,79.831468,0.0012
711,16277248,,1,"Avatar: The Last Airbender: The Search, Part 1 (The Search, #1)",None,4,39,0,0.845911,0.061326,0.892038,661,2,0.511226,0.521959,1.247226,0.000285
714,9969571,,1,"Ready Player One (Ready Player One, #1)",None,6,726,0,7.841606,0.889281,0.344786,90739,2,0.845714,0.908784,3222.665328,0.0011
718,26863057,,1,"Age of Myth (The Legends of the First Empire, #1)",None,3,272,0,9.052893,0.426306,0.606631,22358,2,0.590426,0.653153,149.746157,0.00118
748,34039808,,1,"Oathbringer (The Stormlight Archive, #3)",None,3,186,0,5.100441,0.313835,0.699797,12040,2,0.558491,0.60473,63.283136,0.000776
758,68428,,1,"The Final Empire (Mistborn, #1)",None,3,710,0,17.840296,0.906402,0.372657,93796,2,0.833021,0.899775,2383.355191,0.00212
768,31130570,,1,Slaughterhouse-Five,None,4,73,0,1.897321,0.104215,0.88204,2318,2,0.521433,0.541104,4.402823,0.000418
774,687215,,1,"The Power That Preserves (The Chronicles of Thomas Covenant the Unbeliever, #3)",None,6,225,0,8.191564,0.340412,0.612421,15433,2,0.572534,0.626689,110.133181,0.001117
783,30809689,,1,Norse Mythology,None,3,138,0,3.993955,0.203745,0.612927,5794,2,0.542125,0.577703,45.152117,0.000641
791,1126719,,1,House of Suns,None,6,175,0,6.874017,0.257235,0.61156,9311,2,0.554653,0.598536,72.579513,0.000977
800,17345242,,1,The World of Ice &#38; Fire: The Untold History of Westeros and the Game of Thrones,None,4,157,0,4.007644,0.207827,0.538217,6591,2,0.548487,0.588401,104.12027,0.000681
816,77197,,1,"Assassin's Apprentice (Farseer Trilogy, #1)",None,3,308,0,9.014868,0.463832,0.563031,26619,2,0.604905,0.673423,230.296967,0.001181
832,18966819,,1,"Golden Son (Red Rising, #2)",None,6,368,0,8.026736,0.533839,0.517652,34956,2,0.630682,0.707207,416.757827,0.001108
838,127584,,1,"Dragonquest (Pern, #2)",None,5,188,0,7.32682,0.276057,0.62089,10914,2,0.559194,0.605856,72.386931,0.000985
848,183822,,1,"Sandstorm (Sigma Force, #1)",None,0,153,0,5.260085,0.224558,0.632439,7354,2,0.547135,0.586149,56.996048,0.000796
863,61181,,1,"The Ringworld Engineers (Ringworld, #2)",None,6,209,0,6.710399,0.293549,0.551665,11991,2,0.566688,0.61768,139.848338,0.000994
866,22200,,1,"Count Zero (Sprawl, #2)",None,6,230,0,7.336537,0.331729,0.56704,14933,2,0.574386,0.629505,141.829541,0.001061
872,28250,,1,"The Novice (Black Magician Trilogy, #2)",None,5,242,0,7.498654,0.375115,0.614142,17909,2,0.578879,0.636261,116.890698,0.000997
877,13151129,,1,"Earth Unaware (The First Formic War, #1)",None,6,227,0,5.385554,0.348381,0.601224,15422,2,0.573273,0.627815,108.566049,0.000804
880,332631,,1,"Y: The Last Man, Vol. 2: Cycles (Y: The Last Man, #2)",None,4,158,0,5.793787,0.214833,0.607434,7534,2,0.548826,0.588964,75.55741,0.00097
882,25451264,,1,Death's End (Remembrance of Earth&#8217;s Past #3),None,6,140,0,4.480224,0.2089,0.61593,5993,2,0.542787,0.578829,40.607387,0.00071
886,41810,,1,The Robots of Dawn (Robot #3),None,6,212,0,6.836887,0.321747,0.596709,13346,2,0.567775,0.619369,102.842534,0.000983
896,35519101,,1,"Rogue Protocol (The Murderbot Diaries, #3)",None,6,122,0,4.511756,0.19176,0.662647,4891,2,0.53688,0.568694,24.815876,0.000703
901,2890090,,1,"The Republic of Thieves (Gentleman Bastard, #3)",None,3,501,0,15.64113,0.700691,0.464192,58140,2,0.696471,0.782095,883.46866,0.001923
941,149621,,1,Ice Station Zebra,None,6,164,0,5.475653,0.249026,0.657564,8789,2,0.550868,0.592342,54.160243,0.000831
944,43887,,1,"Chainfire (Sword of Truth, #9)",None,0,251,0,12.717461,0.38673,0.636813,19980,2,0.582295,0.641329,123.279105,0.001526
964,133664,,1,"Academ's Fury (Codex Alera, #2)",None,0,410,0,17.222321,0.601895,0.530694,44496,2,0.650073,0.730856,444.945116,0.002014
973,149302,,1,"Silverthorn (The Riftwar Saga, #3)",None,7,344,0,11.47875,0.505352,0.531629,31364,2,0.620112,0.693694,335.761961,0.001442
992,18966322,,1,"Mitosis (The Reckoners, #1.5)",None,3,238,0,9.60252,0.360015,0.606177,17096,2,0.577373,0.634009,124.007342,0.001253
994,16280678,,1,"Shattered (The Iron Druid Chronicles, #7)",None,0,182,0,8.746498,0.267426,0.61587,10144,2,0.557089,0.602477,80.430848,0.001152
1005,36578942,,1,"The 100-Year-Old Man Who Climbed Out the Window and Disappeared (The Hundred-Year-Old Man, #1)",None,5,71,0,2.088764,0.107669,0.81328,2021,3,0.520516,0.53979,8.135357,0.000401
1016,112,,1,Children of Dune (Dune Chronicles #3),None,6,285,0,8.075749,0.410336,0.519101,21008,2,0.595573,0.660473,265.366222,0.001133
1024,34502,,1,"Soul Music (Discworld, #16; Death, #3)",None,5,319,0,17.591172,0.475481,0.567832,28801,2,0.609472,0.679617,250.104035,0.002024
1033,15985373,,1,"Emperor of Thorns (The Broken Empire, #3)",None,3,381,0,14.942651,0.561061,0.531648,38486,2,0.636559,0.714527,390.770959,0.001844
1040,13228436,,1,"Batgirl, Vol. 1: The Darkest Reflection",None,4,74,0,2.474904,0.101662,0.704184,1902,2,0.521739,0.541667,14.200617,0.000532
1048,45107,,1,"Assassin's Apprentice (Farseer Trilogy, #1)",None,3,490,0,14.335357,0.682096,0.4614,55278,2,0.690513,0.775901,862.156205,0.001754
1049,18656030,,1,"Cibola Burn (The Expanse, #4)",None,6,260,0,8.451287,0.390344,0.58022,19536,2,0.585752,0.646396,171.958625,0.001157
1061,35074096,,1,"Mythos: The Greek Myths Retold (Stephen Fry's Great Mythology, #1)",None,5,110,0,2.352508,0.170413,0.647039,3879,2,0.533013,0.561937,32.979597,0.00045
1070,153795,,1,"Squire (Protector of the Small, #3)",None,1,221,0,10.653284,0.337539,0.655574,15937,2,0.571061,0.624437,78.352037,0.001333
1071,194755,,1,Esio Trot,None,5,84,0,2.251144,0.136587,0.885542,3087,2,0.524823,0.547297,8.477043,0.000411
1084,216442,,1,"Dark Force Rising (Star Wars: The Thrawn Trilogy, #2)",None,2,99,0,3.678119,0.149619,0.591631,2870,2,0.529517,0.555743,32.84523,0.000644
1086,45244,,1,Judas Unchained,None,6,246,0,8.849434,0.375212,0.596217,17967,2,0.580392,0.638514,134.175766,0.001189
1088,46656,,1,Foundation and Chaos (Second Foundation Trilogy #2),None,6,105,0,3.137331,0.154017,0.628755,3433,3,0.5311,0.558934,26.338345,0.000555
1089,234724,,1,"Shadow Puppets (The Shadow Series, #3)",None,6,294,0,10.19956,0.43615,0.552297,23788,2,0.59919,0.665541,224.593148,0.001354
1091,153780,,1,"Trickster's Queen (Daughter of the Lioness, #2)",None,1,176,0,10.029554,0.264787,0.700455,10787,2,0.555,0.599099,42.696308,0.00126
1095,92147,,1,"Map of Bones (Sigma Force, #2)",None,0,125,0,4.442862,0.182943,0.642452,4979,2,0.537856,0.570383,36.341881,0.000724
1110,604803,,1,"Confessor (Sword of Truth, #11)",None,0,254,0,12.253414,0.381592,0.609536,19585,2,0.583443,0.643018,142.778128,0.001485
1116,66692,,1,"Streams of Silver (Forgotten Realms: Icewind Dale, #2; Legend of Drizzt, #5)",None,0,251,0,11.930557,0.379848,0.594932,18666,2,0.582295,0.641329,151.627325,0.001488
1118,47990,,1,"Jingo (Discworld, #21; City Watch, #4)",None,5,306,0,17.462049,0.439858,0.544948,25430,2,0.604082,0.672297,274.194693,0.002013
1124,17404078,,1,"The Disaster Artist: My Life Inside The Room, the Greatest Bad Movie Ever Made",None,5,70,0,1.612384,0.118755,0.735404,1776,2,0.520516,0.539414,6.927748,0.000356
1128,459064,,1,"Reaper's Gale (Malazan Book of the Fallen, #7)",None,3,255,0,12.434323,0.409972,0.662097,21442,2,0.583826,0.643581,97.993221,0.001506
1129,884288,,1,"Interesting Times (Discworld, #17; Rincewind #5)",None,5,283,0,15.751366,0.432443,0.599303,23914,2,0.594776,0.659347,170.458848,0.001836
1141,68494,,1,"Perdido Street Station (New Crobuzon, #1)",None,6,197,0,6.751046,0.297988,0.622915,12026,2,0.562381,0.610923,82.130397,0.00097
1148,260025,,1,"Test of the Twins (Dragonlance: Legends, #3)",None,7,202,0,8.248074,0.30339,0.605143,12285,2,0.564168,0.613739,88.425596,0.001099
1169,407813,,1,"The Blue Sword (Damar, #1)",None,1,234,0,7.479188,0.343022,0.585268,15955,2,0.575875,0.631757,126.290824,0.001014
1176,45978,,1,"Eldest (The Inheritance Cycle, #2)",None,1,430,0,6.727585,0.595377,0.4689,43249,2,0.659733,0.742117,696.488005,0.000949
1189,1279686,,1,"Genghis: Birth of an Empire (Conqueror, #1)",None,2,132,0,4.531355,0.204618,0.628614,5435,2,0.540146,0.574324,45.681467,0.000768
1208,35506021,,1,"All These Worlds (Bobiverse, #3)",None,6,174,0,5.201635,0.277108,0.647797,9750,2,0.554307,0.597973,56.000037,0.0008
1218,106134,,1,"Bone, Vol, 1: Out from Boneville (Bone, #1)",None,4,100,0,2.221071,0.132075,0.582222,2882,2,0.529833,0.556306,39.871066,0.000471
1224,16043804,,1,"The Crown Tower (The Riyria Chronicles, #1)",None,3,266,0,11.399646,0.422323,0.653766,23042,2,0.588079,0.649775,110.347855,0.00141
1225,3220405,,1,"Ender in Exile (Ender's Saga, #1.2)",None,6,182,0,6.054742,0.281212,0.633477,10434,2,0.557089,0.602477,69.764398,0.000899
1231,823,,1,"Quicksilver (The Baroque Cycle, #1)",None,6,189,0,7.358783,0.279544,0.611393,10862,2,0.559546,0.606419,78.99169,0.001046
1240,30688013,,1,"Assassin's Fate (The Fitz and the Fool, #3)",None,3,283,0,10.883855,0.440315,0.625016,24940,2,0.594776,0.659347,150.68593,0.001397
1243,33395557,,1,"For We Are Many (Bobiverse, #2)",None,6,220,0,7.289446,0.328948,0.570735,13749,2,0.570694,0.623874,119.292891,0.001041
1258,3758,,1,"Casino Royale (James Bond, #1)",None,6,202,0,4.218181,0.305961,0.590611,11990,2,0.564168,0.613739,111.683595,0.00068
1259,5171894,,1,"The Doomsday Key (Sigma Force, #6)",None,0,134,0,5.502664,0.194795,0.674896,6014,2,0.540804,0.57545,33.884798,0.000837
1269,4703581,,1,The City &#38; the City,None,6,169,0,6.440902,0.247641,0.614751,8727,2,0.552582,0.595158,60.665931,0.000932
1273,29187,,1,"Time of the Twins (Dragonlance: Legends, #1)",None,7,159,0,7.295316,0.24405,0.680997,8554,3,0.548826,0.589339,38.170376,0.000979
1282,34988,,1,"The Scions of Shannara (Heritage of Shannara, #1)",None,7,222,0,11.092767,0.335814,0.625739,15350,2,0.571429,0.625,95.039186,0.001406
1288,616678,,1,"The Diamond Throne (The Elenium, #1)",None,7,284,0,14.254066,0.425844,0.578162,23234,2,0.595174,0.65991,192.930898,0.001712
1289,16002136,,1,"Hawkeye, Volume 1: My Life as a Weapon",None,4,260,0,6.96154,0.347153,0.489575,16484,2,0.585752,0.646396,299.571523,0.001071
1290,21328,,1,"Fables, Vol. 6: Homelands",None,4,208,0,6.601143,0.30935,0.570977,12292,2,0.566327,0.617117,137.83354,0.001
1298,36223860,,1,"Artificial Condition (The Murderbot Diaries, #2)",None,6,147,0,5.631713,0.222144,0.614109,6590,2,0.54512,0.58277,47.609273,0.000851
1303,10664113,,1,"A Dance with Dragons (A Song of Ice and Fire, #5)",None,7,737,0,11.546095,0.910053,0.348143,94422,2,0.854668,0.914977,3322.328435,0.001488
1309,13337716,,1,"A Dance with Dragons 2: After the Feast (A Song of Ice and Fire, #5, Part 2 of 2)",None,3,78,0,2.091385,0.129772,0.698302,2097,2,0.522968,0.543919,13.605789,0.000428
1313,287861,,1,"Mortal Engines (The Hungry City Chronicles, #1)",None,4,166,0,4.878552,0.247828,0.588536,8060,2,0.551553,0.593468,80.242216,0.000763
1326,59960,,1,Batman: The Dark Knight Returns,None,4,386,0,7.839694,0.516232,0.4511,33519,2,0.638849,0.717342,677.655328,0.001178
1328,20150777,,1,"Words of Radiance (The Stormlight Archive, #2)",None,6,92,0,2.547837,0.158025,0.749164,3136,2,0.527316,0.551802,13.776948,0.0005
1332,12700306,,1,"Tricked (The Iron Druid Chronicles, #4)",None,0,233,0,9.059523,0.370715,0.642223,17358,2,0.575502,0.631194,98.46622,0.00118
1337,12924261,,1,"This Book Is Full of Spiders (John Dies at the End, #2)",None,5,146,0,4.195276,0.212635,0.61795,6541,2,0.544785,0.582207,49.068448,0.000666
1339,7996,,1,"Redwall (Redwall, #1)",None,3,319,0,5.992047,0.491099,0.575245,29177,2,0.609472,0.679617,237.342725,0.000846
1342,186074,,1,"The Name of the Wind (The Kingkiller Chronicle, #1)",None,3,777,0,13.653519,0.953773,0.343056,103423,2,0.888889,0.9375,3364.590193,0.001696
1358,13227319,,1,"Wonder Woman, Volume 1: Blood",None,4,80,0,2.415028,0.109759,0.703165,2222,2,0.523585,0.545045,15.809664,0.000504
1365,31231,,1,The Matarese Circle (Matarese #1),None,6,109,0,3.00539,0.178108,0.715087,4209,3,0.532374,0.561186,21.705659,0.000532
1373,318525,,1,Red Storm Rising,None,6,263,0,7.046654,0.36785,0.520274,17925,2,0.586913,0.648086,239.557398,0.001038
1381,17157681,,1,"The Hobbit, Part One",None,5,345,0,3.06789,0.491533,0.482255,28617,2,0.620545,0.694257,465.312807,0.000531
1385,6489529,,1,"The Burning Land (The Saxon Stories, #5)",None,2,78,0,4.992367,0.110627,0.678322,2037,2,0.522968,0.543919,17.233448,0.000862
